X_Minimum;X_Maximum;X_Rank;Y_Minimum;Y_Maximum;Y_Rank;Pixels_Areas;X_Perimeter;Y_Perimeter;Sum_of_Luminosity;Minimum_of_Luminosity;Maximum_of_Luminosity;Luminosity_Rank;Length_of_Conveyer;TypeOfSteel_A300;TypeOfSteel_A400;Steel_Plate_Thickness;Edges_Index;Empty_Index;Square_Index;Outside_X_Index;Edges_X_Index;Edges_Y_Index;Outside_Global_Index;LogOfAreas;Log_X_Index;Log_Y_Index;Orientation_Index;Luminosity_Index;SigmoidOfAreas;Class
1173;1188;15;1072387;1072413;26;258;20;26;26729;77;122;45;1353;1;0;50;2439;3385;5769;111;75;1;1;24116;11761;1415;4231;-1906;6422;1
779;796;17;1198171;1198188;17;198;21;18;18327;54;118;64;1353;0;1;50;8234;3149;1;126;8095;9444;5;22967;12305;12305;0;-2769;4779;1
1029;1042;13;639361;639376;15;128;18;15;17802;132;150;18;1364;1;0;70;4721;3436;8667;95;7222;1;1;21072;11139;11761;1333;865;3285;1
989;1000;11;800963;800972;9;68;13;10;7457;91;125;34;1364;1;0;70;5337;3131;8182;81;8461;9;0;18325;10414;9542;-1818;-1433;2051;1
1170;1184;14;1038876;1038891;15;113;27;18;14982;125;142;17;1362;1;0;70;2614;4619;9333;103;5185;8333;1;20531;11461;11761;667;358;3509;1
754;770;16;1066700;1066722;22;212;20;22;21031;77;118;41;1362;1;0;70;8693;3977;7273;117;8;1;1;23263;12041;13424;2727;-225;5822;1
457;465;8;1087496;1087506;10;60;9;10;6750;92;134;42;1364;1;0;70;6701;25;8;59;8889;1;1;17781;9031;1;2;-1211;1852;1
760;772;12;1147869;1147880;11;99;18;11;9347;61;119;58;1362;1;0;70;8664;25;9167;88;6667;1;0;19956;10792;10414;-833;-2624;2432;1
512;524;12;1261077;1261088;11;74;15;11;8292;93;132;39;1364;1;0;70;7507;4394;9167;88;8;1;0;18692;10792;10414;-833;-1246;2432;1
1068;1083;15;1539081;1539097;16;101;27;17;13866;128;149;21;1366;1;0;70;4144;5792;9375;11;5556;9412;1;20043;11761;12041;625;726;3977;1
676;689;13;1974176;1974206;30;216;27;30;22418;93;119;26;1364;1;0;70;9897;4462;4333;95;4815;1;1;23345;11139;14771;5667;-1892;6422;1
338;348;10;2032058;2032067;9;57;11;9;6135;89;127;38;1364;1;0;70;4956;3667;9;73;9091;1;0;17559;1;9542;-1;-1591;1954;1
811;823;12;3096621;3096632;11;86;15;11;9203;91;124;33;1356;1;0;70;7861;3485;9167;88;8;1;0;19345;10792;10414;-833;-164;2432;1
655;672;17;4212846;4212863;17;210;18;17;20438;48;126;78;1650;1;0;69;7939;2734;1;103;9444;1;5;23222;12305;12305;0;-2397;4779;1
1151;1163;12;6042280;6042292;12;110;14;12;11674;73;133;60;1648;1;0;69;5886;2361;1;73;8571;1;5;20414;10792;10792;0;-1709;2583;1
1159;1169;10;301412;301420;8;66;12;8;7164;87;135;48;1690;1;0;150;6166;175;8;59;8333;1;0;18195;1;9031;-2;-152;1852;1
328;335;7;322285;322292;7;33;8;7;3806;102;134;32;1688;1;0;150;3886;3265;1;41;875;1;5;15185;8451;8451;0;-99;156;1
345;355;10;348556;348568;12;92;16;12;9704;71;132;61;1688;1;0;150;4088;2333;8333;59;625;1;1;19638;1;10792;1667;-176;2288;1
1032;1046;14;404761;404774;13;111;24;17;14697;118;143;25;1690;1;0;150;7621;3901;9286;83;5833;7647;0;20453;11461;11139;-714;344;3097;1
1115;1130;15;817076;817090;14;140;21;14;13836;58;135;77;1690;1;0;150;6627;3333;9333;89;7143;1;0;21461;11761;11461;-667;-2279;3509;1
1070;1079;9;863518;863529;11;74;13;11;7842;78;132;54;1652;1;0;100;6937;2525;8182;55;6923;1;1;18692;9542;10414;1818;-1721;2051;1
501;526;25;1986222;1986247;25;476;38;25;45968;40;141;101;1666;1;0;100;6014;2384;1;15;6579;1;5;26776;13979;13979;0;-2455;8958;1
1126;1134;8;2636449;2636459;10;59;11;10;6936;102;135;33;1656;1;0;100;6304;2625;8;48;7273;1;1;17708;9031;1;2;-816;1852;1
300;312;12;2665729;2665742;13;124;12;14;13351;85;125;40;1656;1;0;100;3623;2051;9231;72;1;9286;1;20934;10792;11139;769;-1588;2739;1
434;446;12;2688956;2688969;13;119;16;13;13108;81;132;51;1658;1;0;100;5235;2372;9231;72;75;1;1;20756;10792;11139;769;-1394;2739;1
776;818;42;447943;447992;49;1222;77;54;112240;36;116;80;1654;1;0;80;9383;4062;8571;254;5454;9074;1;30871;16233;16902;1429;-2824;1;1
640;650;10;629605;629613;8;64;12;8;7197;91;134;43;1656;1;0;80;7729;2;8;6;8333;1;0;18062;1;9031;-2;-1215;1852;1
1538;1549;11;789340;789352;12;100;13;12;9458;77;110;33;1652;1;0;80;1247;2424;9167;67;8461;1;1;2;10414;10792;833;-2611;2432;1
1505;1522;17;880521;880535;14;155;19;14;14729;71;114;43;1654;1;0;80;1596;3487;8235;103;8947;1;0;21903;12305;11461;-1765;-2576;3945;1
1527;1565;38;5331249;5331309;60;1284;68;61;116623;42;117;75;1648;1;0;80;1007;4368;6333;231;5588;9836;1;31086;15798;17781;3667;-2904;1;1
1155;1166;11;476876;476887;11;82;13;11;8745;77;133;56;1696;1;0;100;625;3223;1;65;8461;1;5;19138;10414;10414;0;-1668;23;1
171;182;11;1804039;1804048;9;69;12;9;8210;99;143;44;1688;1;0;100;2026;303;8182;65;9167;1;0;18389;10414;9542;-1818;-704;2051;1
144;152;8;127892;127903;11;68;10;11;8586;101;142;41;1618;1;0;70;178;2273;7273;49;8;1;1;18325;9031;10414;2727;-136;1934;1
1136;1150;14;4082892;4082910;18;191;17;18;22601;101;135;34;1666;0;1;40;6194;2421;7778;84;8235;1;1;2281;11461;12553;2222;-755;417;1
1505;1525;20;4373281;4373312;31;456;32;31;49848;92;124;32;1668;0;1;40;1715;2645;6452;12;625;1;1;2659;1301;14914;3548;-146;8927;1
1362;1372;10;4443762;4443777;15;114;14;15;12808;102;124;22;1666;0;1;40;3529;24;6667;6;7143;1;1;20569;1;11761;3333;-1223;266;1
789;797;8;54896;54905;9;55;10;9;6216;100;132;32;1362;0;1;175;8297;2361;8889;59;8;1;1;17404;9031;9542;1111;-117;1773;1
1151;1162;11;866291;866302;11;85;14;11;10211;111;134;23;1396;0;1;120;3352;2975;1;79;7857;1;5;19294;10414;10414;0;-615;23;1
599;608;9;2382642;2382651;9;54;12;9;6100;101;126;25;1360;0;1;40;8809;3333;1;66;75;1;5;17324;9542;9542;0;-1175;1862;1
1118;1130;12;2673603;2673616;13;118;16;13;14120;103;253;150;1358;0;1;40;3358;2436;9231;88;75;1;1;20719;10792;11139;769;-652;2739;1
220;229;9;3094414;3094424;10;54;10;10;6091;104;124;20;1692;0;1;70;26;4;9;53;9;1;1;17324;9542;1;1;-1188;1954;1
843;852;9;6712;6724;12;98;14;12;9016;82;102;20;1356;0;1;40;7434;926;75;66;6429;1;1;19912;9542;10792;25;-2813;215;1
1219;1231;12;701105;701126;21;183;19;21;19652;91;126;35;1358;0;1;40;187;2738;5714;88;6316;1;1;22624;10792;13222;4286;-161;417;1
782;804;22;798878;798912;34;576;34;34;61342;84;133;49;1362;0;1;40;8194;2299;6471;161;6471;1;1;27604;13424;15315;3529;-168;9513;1
1167;1192;25;294065;294091;26;451;33;27;42862;25;132;107;1354;0;1;40;2393;3061;9615;185;7576;963;1;26542;13979;1415;385;-2575;9104;1
642;658;16;96252;96269;17;194;17;17;21009;77;134;57;1694;1;0;80;758;2868;9412;94;9412;1;1;22878;12041;12305;588;-154;4498;1
1123;1133;10;94662;94672;10;73;11;10;6734;70;109;39;1694;0;1;60;6623;27;1;59;9091;1;5;18633;1;1;0;-2793;2061;1
279;290;11;119026;119036;10;86;15;10;7987;73;109;36;1694;0;1;60;3294;2182;9091;65;7333;1;0;19345;10414;1;-909;-2744;2173;1
1202;1216;14;289529;289543;14;137;15;15;16692;109;134;25;1692;0;1;60;5627;301;1;83;9333;9333;5;21367;11461;11461;0;-481;33;1
747;758;11;949136;949144;8;71;14;8;7768;96;126;30;1698;0;1;60;8799;1932;7273;65;7857;1;0;18513;10414;9031;-2727;-1452;1934;1
799;806;7;1029590;1029596;6;33;9;6;3751;105;126;21;1698;0;1;60;9411;2143;8571;41;7778;1;0;15185;8451;7782;-1429;-112;1499;1
485;493;8;1105756;1105768;12;75;11;12;8268;91;125;34;1696;0;1;60;5719;2188;6667;47;7273;1;1;18751;9031;10792;3333;-1388;2018;1
619;628;9;1126672;1126680;8;59;12;8;6638;95;127;32;1696;0;1;60;73;1806;8889;53;75;1;0;17708;9542;9031;-1111;-121;1773;1
365;396;31;3866538;3866570;32;638;44;36;56456;53;126;73;1364;1;0;80;5352;3568;9688;227;7046;8889;1;28048;14914;15051;313;-3087;99;1
1106;1116;10;2371582;2371598;16;106;12;16;12311;107;125;18;1358;0;1;40;3564;3375;625;74;8333;1;1;20253;1;12041;375;-926;2792;1
1123;1137;14;11066410;11066424;14;143;20;14;16288;96;127;31;1362;0;1;40;3304;2704;1;103;7;1;5;21553;11461;11461;0;-1101;33;1
1125;1142;17;11499942;11499957;15;178;19;16;20778;105;132;27;1360;0;1;40;3206;302;8824;125;8947;9375;0;22504;12305;11761;-1177;-88;4219;1
810;824;14;11569824;11569844;20;190;18;20;22158;102;132;30;1360;0;1;40;7882;3214;7;103;7778;1;1;22787;11461;1301;3;-889;463;1
1135;1162;27;12416454;12416473;19;305;33;27;34579;80;127;47;1360;0;1;40;2912;4055;7037;199;8182;7037;0;24843;14314;12787;-2963;-1143;803;1
385;399;14;4138007;4138019;12;125;17;13;14167;83;141;58;1356;1;0;200;5678;256;8571;103;8235;9231;0;20969;11461;10792;-1429;-1146;2901;1
1536;1561;25;48398;48463;65;479;61;67;43294;82;102;20;1692;0;1;300;1549;7052;3846;148;4098;9701;1;26803;13979;18129;6154;-2939;9998;1
254;299;45;65006;65100;94;1695;145;133;159918;80;108;28;1692;0;1;300;3002;5993;4787;266;3103;7068;1;32292;16532;19731;5213;-2629;1;1
1567;1580;13;72307;72355;48;326;35;49;31251;87;109;22;1692;0;1;300;1324;4776;2708;77;3714;9796;1;25132;11139;16812;7292;-2511;8952;1
259;270;11;88576;88613;37;204;28;37;16370;71;93;22;1692;0;1;300;3061;4988;2973;65;3929;1;1;23096;10414;15682;7027;-3731;6678;1
237;262;25;95111;95180;69;714;79;78;65282;80;103;23;1692;0;1;300;2801;5861;3623;148;3165;8846;1;28537;13979;18389;6377;-2857;9999;1
235;251;16;103892;103932;40;297;48;42;28658;89;108;19;1692;0;1;300;2778;5359;4;95;3333;9524;1;24728;12041;16021;6;-2462;9048;1
237;252;15;109868;109903;35;301;42;35;29002;89;103;14;1692;0;1;300;2801;4267;4286;89;3571;1;1;24786;11761;15441;5714;-2473;8153;1
1569;1585;16;116177;116204;27;218;36;32;23865;93;124;31;1692;0;1;300;1265;4954;5926;95;4444;8438;1;23385;12041;14314;4074;-1447;7037;1
247;272;25;165496;165553;57;744;72;65;73055;77;111;34;1692;0;1;300;292;4779;4386;148;3472;8769;1;28716;13979;17559;5614;-2329;9994;1
1563;1579;16;173199;173219;20;174;30;27;20469;106;127;21;1692;0;1;300;1336;4563;8;95;5333;7407;1;22406;12041;1301;2;-809;5296;1
1578;1592;14;178458;178484;26;168;36;29;18671;99;124;25;1692;0;1;300;1182;5385;5385;83;3889;8965;1;22253;11461;1415;4615;-1317;6015;1
239;268;29;182093;182154;61;703;123;87;71130;63;111;48;1692;0;1;300;2825;6026;4754;171;2358;7012;1;2847;14624;17853;5246;-2095;9999;1
244;261;17;184455;184498;43;460;49;44;46972;86;111;25;1692;0;1;300;2884;3707;3954;1;3469;9773;1;26628;12305;16335;6047;-2022;9457;1
1579;1600;21;188073;188125;52;509;68;57;53843;49;124;75;1692;0;1;300;1088;5339;4038;124;3088;9123;1;27067;13222;1716;5961;-1736;9949;1
1568;1584;16;195161;195188;27;192;44;28;24070;112;140;28;1692;0;1;300;1277;5556;5926;95;3636;9643;1;22833;12041;14314;4074;-206;7037;1
243;254;11;205684;205730;46;305;37;46;14320;7;86;79;1692;0;1;300;2872;3972;2391;65;2973;1;1;24843;10414;16628;7609;-6332;7955;1
1587;1602;15;211409;211458;49;323;51;53;33607;88;119;31;1692;0;1;300;1064;5605;3061;89;2941;9245;1;25092;11761;16902;6939;-1871;9471;1
1586;1598;12;214533;214550;17;123;19;17;10646;77;103;26;1692;0;1;300;1111;3971;7059;71;6316;1;1;20899;10792;12305;2941;-3238;3419;1
253;265;12;220228;220253;25;200;30;25;18651;66;108;42;1692;0;1;300;2991;3333;48;71;4;1;1;2301;10792;13979;52;-2715;4963;1
256;280;24;225183;225253;70;833;91;80;86329;85;117;32;1692;0;1;300;3026;5042;3429;142;2637;875;1;29207;13802;18451;6571;-1903;9999;1
253;271;18;232415;232440;25;196;29;27;19434;90;110;20;1692;0;1;300;2991;5644;72;106;6207;9259;1;22923;12553;13979;28;-2254;7281;1
251;275;24;256288;256329;41;430;73;59;49094;93;127;34;1692;0;1;300;2967;563;5854;142;3288;6949;1;26335;13802;16128;4146;-108;9895;1
246;262;16;267240;267297;57;549;54;58;60860;94;124;30;1692;0;1;300;2908;398;2807;95;2963;9828;1;27396;12041;17559;7193;-1339;9831;1
1572;1610;38;337559;337645;86;1570;176;128;128770;29;111;82;1692;0;1;300;969;5196;4419;225;2159;6719;1;31959;15798;19345;5581;-3592;1;1
265;297;32;492514;492654;140;2293;107;140;217759;82;116;34;1353;0;1;300;3917;4882;2286;236;2991;1;1;33604;15051;21461;7714;-2581;1;1
294;340;46;497209;497529;320;4860;406;366;552220;96;133;37;1353;0;1;300;4346;6698;1437;34;1133;8743;1;36866;16628;25052;8562;-1123;1;1
325;385;60;508368;508656;288;6102;251;303;655912;87;133;46;1353;0;1;300;4804;6469;2083;443;239;9505;1;37855;17781;24594;7917;-1602;1;1
1197;1210;13;61803;61826;23;122;30;28;13961;107;127;20;1394;0;1;120;264;592;5652;93;4333;8214;1;20864;11139;13617;4348;-106;4946;1
1230;1244;14;86773;86815;42;279;58;51;35410;118;141;23;1396;0;1;120;2178;5255;3333;1;2414;8235;1;24456;11461;16233;6667;-85;8705;1
1224;1248;24;133270;133321;51;461;64;60;54676;112;132;20;1396;0;1;120;212;6234;4706;172;375;85;1;26637;13802;17076;5294;-734;9979;1
1589;1601;12;3051375;3051391;16;87;33;19;10070;108;127;19;1690;0;1;70;1053;5469;75;71;3636;8421;1;19395;10792;12041;25;-957;3241;1
1573;1591;18;3116210;3116226;16;99;35;20;10357;97;116;19;1692;0;1;70;1194;6563;8889;106;5143;8;0;19956;12553;12041;-1111;-1827;4763;1
1595;1622;27;3127441;3127611;170;1421;239;204;162939;104;127;23;1692;0;1;70;827;6904;1588;16;113;8333;1;31526;14314;22304;8412;-1042;1;1
1580;1590;10;3160372;3160387;15;87;20;15;9275;99;124;25;1690;0;1;70;1183;42;6667;59;5;1;1;19395;1;11761;3333;-1671;266;1
1613;1627;14;3225473;3225496;23;137;32;25;15359;103;126;23;1692;0;1;70;768;5745;6087;83;4375;92;1;21367;11461;13617;3913;-1241;5329;1
1237;1246;9;9737743;9737771;28;171;28;28;17727;95;117;22;1362;0;1;40;1703;3214;3214;66;3214;1;1;2233;9542;14472;6786;-1901;417;1
1325;1340;15;9767941;9767962;21;229;25;23;25182;101;127;26;1362;0;1;40;323;273;7143;11;6;913;1;23598;11761;13222;2857;-1409;5212;1
1271;1301;30;9831578;9831856;278;2962;231;284;342202;101;127;26;1362;0;1;40;896;6448;1079;22;1299;9789;1;34716;14771;2444;8921;-974;1;1
1;8;7;111151;111213;62;318;12;62;21582;19;99;80;1687;1;0;80;12;2673;1129;41;5833;1;1;25024;8451;17924;8871;-4698;7065;1
1365;1378;13;3990693;3990730;37;353;13;38;27389;45;108;63;1387;0;1;50;13;2661;3514;94;1;9737;1;25478;11139;15682;6486;-3938;767;1
1365;1374;9;4174907;4174926;19;115;9;19;9441;44;109;65;1387;0;1;50;188;3275;4737;65;1;1;1;20607;9542;12787;5263;-3586;2942;1
1372;1378;6;4309441;4309470;29;101;7;29;7514;44;95;51;1387;0;1;50;13;4195;2069;43;8571;1;1;20043;7782;14624;7931;-4188;2984;1
0;13;13;235757;235999;242;1934;82;246;178741;11;127;116;1353;0;1;70;0;3853;537;96;1585;9837;1;32865;11139;23838;9463;-278;1;1
0;5;5;286956;287014;58;148;8;58;14298;61;121;60;1353;0;1;70;0;4897;862;37;625;1;1;21703;699;17634;9138;-2453;4796;1
0;13;13;438867;438919;52;260;23;56;27344;46;127;81;1353;0;1;70;0;6154;25;96;5652;9286;1;2415;11139;1716;75;-1784;9236;1
0;33;33;570024;570254;230;3325;117;257;326345;0;134;134;1353;0;1;70;0;5619;1435;244;2821;8949;1;35218;15185;23617;8565;-2332;1;1
0;12;12;645933;645992;59;309;13;59;27035;36;117;81;1353;0;1;70;0;5636;2034;89;9231;1;1;249;10792;17708;7966;-3165;9373;1
0;17;17;889681;889721;40;247;46;61;31824;121;141;20;1353;0;1;70;0;6368;425;126;3696;6557;1;23927;12305;16021;575;66;9254;1
1705;1713;8;389963;389978;15;102;9;15;8359;70;95;25;1715;0;1;50;23;15;5333;47;8889;1;1;20086;9031;11761;4667;-3598;2288;1
51;64;13;661248;661284;36;297;59;43;34779;110;127;17;1353;0;1;70;754;3654;3611;96;2203;8372;1;24728;11139;15563;6389;-852;7512;1
1672;1712;40;116120;116370;250;5323;245;395;460547;19;120;101;1715;0;1;50;35;4677;16;233;1633;6329;1;37262;16021;23979;84;-3241;1;1
39;46;7;1135364;1135377;13;52;13;13;5448;87;126;39;1688;1;0;60;462;4286;5385;41;5385;1;1;1716;8451;11139;4615;-1815;1965;1
2;15;13;2629644;2629668;24;200;23;24;18075;77;110;33;1686;1;0;60;24;359;5417;77;5652;1;1;2301;11139;13802;4583;-2939;5162;1
1644;1661;17;1554711;1554760;49;468;70;54;41524;80;101;21;1692;1;0;70;366;4382;3469;1;2429;9074;1;26702;12305;16902;6531;-3068;9718;1
1641;1666;25;1606625;1606671;46;652;49;48;56018;73;108;35;1688;1;0;70;261;433;5435;148;5102;9583;1;28142;13979;16628;4565;-3288;9965;1
1677;1686;9;1846237;1846251;14;93;13;14;5606;42;84;42;1692;1;0;70;71;2619;6429;53;6923;1;1;19685;9542;11461;3571;-5291;2359;1
1381;1447;66;3515903;3516104;201;6965;271;317;650853;68;124;56;1686;1;0;70;2835;475;3284;391;2435;6341;1;38429;18195;23032;6716;-27;1;1
192;218;26;1283513;1283536;23;244;39;25;30769;113;140;27;1652;1;0;69;2324;592;8846;157;6667;92;0;23874;1415;13617;-1154;-148;8778;1
1543;1562;19;1312943;1312948;5;51;21;9;5843;102;127;25;1652;1;0;69;109;4632;2632;115;9048;5556;0;17076;12787;699;-7368;-1049;2007;1
833;856;23;276547;276554;7;80;24;12;9778;103;143;40;1692;1;0;143;9846;5031;3043;136;9583;5833;0;19031;13617;8451;-6956;-451;2806;1
507;521;14;835980;835993;13;121;18;17;15526;119;141;22;1360;0;1;180;7456;3352;9286;103;7778;7647;0;20828;11461;11139;-714;25;3097;1
780;804;24;3746641;3746649;8;99;30;18;13131;125;143;18;1378;0;1;40;8331;4844;3333;174;8;4444;0;19956;13802;9031;-6667;362;3241;1
35;52;17;3780021;3780044;23;252;21;23;27453;87;127;40;1378;0;1;40;508;3555;7391;123;8095;1;1;24014;12305;13617;2609;-1489;6438;1
1015;1034;19;3982273;3982278;5;55;22;11;7553;132;143;11;1374;0;1;40;4949;4211;2632;138;8636;4545;0;17404;12787;699;-7368;729;2007;1
1146;1223;77;3997970;3998180;210;3432;258;330;389429;92;143;51;1366;0;1;40;2094;7878;3667;564;2984;6364;1;35356;18865;23222;6333;-1135;1;1
1228;1267;39;4015601;4015618;17;271;56;26;32459;112;134;22;1370;0;1;40;1504;5913;4359;285;6964;6539;0;2433;15911;12305;-5641;-643;9172;1
406;417;11;4025551;4025564;13;89;14;13;11759;125;143;18;1370;0;1;40;5927;3776;8461;8;7857;1;1;19494;10414;11139;1539;322;257;1
1291;1305;14;4046506;4046520;14;131;16;15;13742;95;118;23;1346;0;1;40;609;3316;1;104;875;9333;5;21173;11461;11461;0;-1805;33;1
1295;1308;13;4061997;4062020;23;138;25;25;7331;21;79;58;1348;0;1;40;593;5385;5652;96;52;92;1;21399;11139;13617;4348;-585;4946;1
127;136;9;503783;503796;13;68;13;13;7873;102;134;32;1354;0;1;40;1876;4188;6923;66;6923;1;1;18325;9542;11139;3077;-955;2253;1
1199;1207;8;585934;585950;16;90;13;16;11422;114;141;27;1354;0;1;40;2171;2969;5;59;6154;1;1;19542;9031;12041;5;-85;2384;1
221;245;24;638591;638600;9;72;36;12;9217;120;140;20;1352;0;1;40;3269;6667;375;178;6667;75;0;18573;13802;9542;-625;1;3601;1
1251;1258;7;660048;660060;12;57;12;12;6994;114;140;26;1352;0;1;40;1391;3214;5833;52;5833;1;1;17559;8451;10792;4167;-414;1892;1
23;32;9;893638;893649;11;63;10;11;7769;111;140;29;1350;0;1;40;341;3636;8182;67;9;1;1;17993;9542;10414;1818;-366;2051;1
1327;1332;5;1432108;1432144;36;105;14;36;12615;111;135;24;1354;0;1;40;325;4167;1389;37;3571;1;1;20212;699;15563;8611;-614;3068;1
1323;1328;5;1484300;1484326;26;86;13;26;10024;108;126;18;1352;0;1;40;355;3385;1923;37;3846;1;1;19345;699;1415;8077;-894;2408;1
1329;1332;3;1508691;1508724;33;74;12;33;8995;112;132;20;1352;0;1;40;296;2525;909;22;25;1;1;18692;4771;15185;9091;-504;2051;1
381;425;44;2601604;2601606;2;82;44;4;10361;58;188;130;1374;0;1;40;5546;682;454;32;1;5;0;19138;16435;301;-9546;-129;1934;1
99;129;30;2634035;2634039;4;75;30;7;9556;104;149;45;1376;0;1;40;1439;375;1333;218;1;5714;0;18751;14771;6021;-8667;-46;2288;1
1392;1415;23;1215744;1215749;5;82;23;6;10827;123;141;18;1630;1;0;100;2638;287;2174;141;1;8333;0;19138;13617;699;-7826;315;223;1
1338;1350;12;1313692;1313714;22;126;32;24;16734;125;143;18;1630;1;0;100;3436;5227;5454;74;375;9167;1;21004;10792;13424;4545;376;4366;1
607;611;4;210504;210509;5;18;4;5;2034;102;124;22;1694;1;0;100;7167;1;8;24;1;1;1;12553;6021;699;2;-1172;1322;1
62;75;13;424657;424662;5;35;13;6;4606;125;143;18;1362;0;1;180;91;4615;3846;95;1;8333;0;15441;11139;699;-6154;281;1706;1
155;187;32;673270;673281;11;129;50;25;16937;123;141;18;1354;0;1;50;2289;6335;3438;236;64;44;0;21106;15051;10414;-6563;257;5822;1
754;772;18;739337;739349;12;90;28;20;9057;91;111;20;1353;1;0;50;8588;5833;6667;133;6429;6;0;19542;12553;10792;-3333;-2138;3601;1
552;597;45;1211332;1211367;35;824;100;61;93355;100;134;34;1694;1;0;80;6517;4768;7778;266;45;5738;0;29159;16532;15441;-2222;-1149;9998;1
526;676;150;1470973;1471038;65;1939;192;116;239860;109;247;138;1692;1;0;80;6217;8011;4333;887;7813;5603;0;32876;21761;18129;-5667;-336;1;1
741;756;15;614880;614919;39;392;19;39;40498;77;127;50;1360;1;0;150;8882;3299;3846;11;7895;1;1;25933;11761;15911;6154;-1929;8682;1
132;148;16;682028;682128;100;836;38;101;86830;80;129;49;1360;1;0;150;1941;4775;16;118;4211;9901;1;29222;12041;2;84;-1886;9998;1
1288;1302;14;1388373;1388398;25;159;25;29;18514;105;128;23;1687;1;0;80;4564;5457;56;83;56;8621;1;22014;11461;13979;44;-903;5789;1
214;226;12;238008;238020;12;113;12;12;11369;86;115;29;1687;1;0;80;2537;2153;1;71;1;1;5;20531;10792;10792;0;-214;2583;1
656;666;10;336137;336152;15;114;10;15;11618;77;122;45;1687;1;0;80;7777;24;6667;59;1;1;1;20569;1;11761;3333;-2038;266;1
507;517;10;399348;399363;15;116;10;15;11910;75;123;48;1687;1;0;80;6011;2267;6667;59;1;1;1;20645;1;11761;3333;-1979;266;1
530;538;8;508200;508224;24;169;9;24;18067;87;127;40;1687;1;0;80;6283;1198;3333;47;8889;1;1;22279;9031;13802;6667;-1648;3241;1
1112;1133;21;808169;808480;311;3583;130;314;349860;65;122;57;1687;1;0;80;6568;4514;675;125;1615;9905;1;35543;13222;24928;9325;-2371;1;1
0;20;20;843312;843472;160;1613;104;172;144769;72;104;32;1687;1;0;80;0;4959;125;119;1923;9302;1;32076;1301;22041;875;-2988;1;1
0;12;12;864919;865043;124;745;42;125;55239;56;94;38;1687;1;0;80;0;4993;968;71;2857;992;1;28722;10792;20934;9032;-4207;9996;1
0;21;21;881709;881856;147;1949;68;162;144252;56;99;43;1687;1;0;80;0;3686;1429;125;3088;9074;1;32898;13222;21673;8571;-4218;1;1
649;661;12;911696;911833;137;806;61;140;87496;83;132;49;1687;1;0;80;7694;5097;876;71;1967;9786;1;29063;10792;21367;9124;-1519;9999;1
0;9;9;950080;950188;108;709;39;108;68984;81;110;29;1687;1;0;80;0;2706;833;53;2308;1;1;28507;9542;20334;9167;-2399;9886;1
0;14;14;971696;971813;117;949;43;118;76361;59;106;47;1687;1;0;80;0;4206;1197;83;3256;9915;1;29773;11461;20682;8803;-3714;9999;1
0;14;14;990037;990193;156;1183;80;162;91488;57;101;44;1687;1;0;80;0;4583;897;83;175;963;1;3073;11461;21931;9103;-3958;1;1
0;14;14;1007200;1007319;119;996;45;120;78978;59;106;47;1687;1;0;80;0;4022;1177;83;3111;9917;1;29983;11461;20756;8824;-3805;9999;1
0;14;14;1030360;1030463;103;754;55;106;61497;63;106;43;1687;1;0;80;0;4771;1359;83;2546;9717;1;28774;11461;20128;8641;-3628;9995;1
0;14;14;1041924;1042036;112;862;37;113;69375;63;101;38;1687;1;0;80;0;4503;125;83;3784;9912;1;29355;11461;20492;875;-3712;9998;1
1289;1301;12;1132484;1132492;8;61;16;13;7145;105;127;22;1687;1;0;80;4576;3646;6667;71;75;6154;0;17853;10792;9031;-3333;-849;2018;1
1598;1607;9;2932024;2932064;40;169;34;43;17673;85;120;35;1687;1;0;80;948;5306;225;53;2647;9302;1;22279;9542;16021;775;-183;5951;1
196;209;13;652754;652766;12;54;22;22;6470;110;129;19;1467;1;0;100;2672;6539;9231;89;5909;5454;0;17324;11139;10792;-769;-64;2739;1
702;725;23;1715826;1715848;22;333;28;27;35740;91;123;32;1623;1;0;100;8651;3419;9565;142;8214;8148;0;25224;13617;13424;-435;-1615;7955;1
436;453;17;1120537;1120571;34;369;18;34;41469;52;148;96;1687;0;1;150;5169;3616;5;101;9444;1;1;2567;12305;15315;5;-122;8627;1
844;868;24;71768;71798;30;360;52;48;45627;113;141;28;1687;0;1;200;971;5;8;142;4615;625;1;25563;13802;14771;2;-98;9419;1
419;427;8;261033;261064;31;185;15;31;20399;97;124;27;1687;0;1;200;4967;254;2581;47;5333;1;1;22672;9031;14914;7419;-1386;4106;1
721;732;11;5169308;5169335;27;226;12;27;24102;84;133;49;1373;0;1;40;9337;2391;4074;8;9167;1;1;23541;10414;14314;5926;-1668;4913;1
15;149;134;2278497;2278909;412;37334;908;903;3918209;19;134;115;1387;0;1;40;216;3238;3252;966;1476;4563;1;45721;21271;26149;6748;-1801;1;1
1269;1290;21;340471;340499;28;230;41;42;20570;82;101;19;1353;0;1;70;931;6088;75;155;5122;6667;1;23617;13222;14472;25;-3013;8705;1
1176;1208;32;360880;360936;56;1467;37;68;146487;83;124;41;1353;0;1;70;2143;1814;5714;236;8649;8235;1;31664;15051;17482;4286;-2199;9999;1
1152;1178;26;371477;371575;98;1283;109;118;160146;110;136;26;1353;0;1;70;2587;4965;2653;192;2385;8305;1;31082;1415;19912;7347;-248;1;1
